Disease,Vector,Attribute,Neglected,AI_Type,Objective,Query,Result_Count
chagas,triatome bugs,parasite,Y,logistic regression,early warning system,chagas AND logistic regression AND early warning system,0
chagas,triatome bugs,parasite,Y,logistic regression,diagnostic,chagas AND logistic regression AND diagnostic,192
chagas,triatome bugs,parasite,Y,support vector machine,surveillance,chagas AND support vector machine AND surveillance,3
chagas,triatome bugs,parasite,Y,support vector machine,forecast,chagas AND support vector machine AND forecast,2
chagas,triatome bugs,parasite,Y,support vector machine,early warning system,chagas AND support vector machine AND early warning system,0
chagas,triatome bugs,parasite,Y,support vector machine,diagnostic,chagas AND support vector machine AND diagnostic,8
chagas,triatome bugs,parasite,Y,text mining,surveillance,chagas AND text mining AND surveillance,21
chagas,triatome bugs,parasite,Y,text mining,forecast,chagas AND text mining AND forecast,2
chagas,triatome bugs,parasite,Y,text mining,early warning system,chagas AND text mining AND early warning system,0
chagas,triatome bugs,parasite,Y,text mining,diagnostic,chagas AND text mining AND diagnostic,11
chagas,triatome bugs,parasite,Y,artificial neural networks,surveillance,chagas AND artificial neural networks AND surveillance,2
chagas,triatome bugs,parasite,Y,artificial neural networks,forecast,chagas AND artificial neural networks AND forecast,0
chagas,triatome bugs,parasite,Y,artificial neural networks,early warning system,chagas AND artificial neural networks AND early warning system,0
chagas,triatome bugs,parasite,Y,artificial neural networks,diagnostic,chagas AND artificial neural networks AND diagnostic,5
chagas,triatome bugs,parasite,Y,expert system,surveillance,chagas AND expert system AND surveillance,10
chagas,triatome bugs,parasite,Y,expert system,forecast,chagas AND expert system AND forecast,3
chagas,triatome bugs,parasite,Y,expert system,early warning system,chagas AND expert system AND early warning system,0
chagas,triatome bugs,parasite,Y,expert system,diagnostic,chagas AND expert system AND diagnostic,16
chagas,triatome bugs,parasite,Y,random forest,surveillance,chagas AND random forest AND surveillance,8
chagas,triatome bugs,parasite,Y,random forest,forecast,chagas AND random forest AND forecast,2
chagas,triatome bugs,parasite,Y,random forest,early warning system,chagas AND random forest AND early warning system,0
chagas,triatome bugs,parasite,Y,random forest,diagnostic,chagas AND random forest AND diagnostic,9
chagas,triatome bugs,parasite,Y,decision trees,surveillance,chagas AND decision trees AND surveillance,4
chagas,triatome bugs,parasite,Y,decision trees,forecast,chagas AND decision trees AND forecast,1
chagas,triatome bugs,parasite,Y,decision trees,early warning system,chagas AND decision trees AND early warning system,0
chagas,triatome bugs,parasite,Y,decision trees,diagnostic,chagas AND decision trees AND diagnostic,6
chagas,triatome bugs,parasite,Y,gradient boosting,surveillance,chagas AND gradient boosting AND surveillance,4
chagas,triatome bugs,parasite,Y,gradient boosting,forecast,chagas AND gradient boosting AND forecast,0
chagas,triatome bugs,parasite,Y,gradient boosting,early warning system,chagas AND gradient boosting AND early warning system,0
chagas,triatome bugs,parasite,Y,gradient boosting,diagnostic,chagas AND gradient boosting AND diagnostic,1
chagas,triatome bugs,parasite,Y,natural language processing,surveillance,chagas AND natural language processing AND surveillance,0
chagas,triatome bugs,parasite,Y,natural language processing,forecast,chagas AND natural language processing AND forecast,0
chagas,triatome bugs,parasite,Y,natural language processing,early warning system,chagas AND natural language processing AND early warning system,0
chagas,triatome bugs,parasite,Y,natural language processing,diagnostic,chagas AND natural language processing AND diagnostic,1
chagas,triatome bugs,parasite,Y,sentiment analysis,surveillance,chagas AND sentiment analysis AND surveillance,0
chagas,triatome bugs,parasite,Y,sentiment analysis,forecast,chagas AND sentiment analysis AND forecast,0
chagas,triatome bugs,parasite,Y,sentiment analysis,early warning system,chagas AND sentiment analysis AND early warning system,0
chagas,triatome bugs,parasite,Y,sentiment analysis,diagnostic,chagas AND sentiment analysis AND diagnostic,0
chagas,triatome bugs,parasite,Y,fuzzy logic,surveillance,chagas AND fuzzy logic AND surveillance,0
chagas,triatome bugs,parasite,Y,fuzzy logic,forecast,chagas AND fuzzy logic AND forecast,0
chagas,triatome bugs,parasite,Y,fuzzy logic,early warning system,chagas AND fuzzy logic AND early warning system,0
chagas,triatome bugs,parasite,Y,fuzzy logic,diagnostic,chagas AND fuzzy logic AND diagnostic,0
sleeping sickness,tsetse flies,parasite,Y,deep learning,surveillance,sleeping sickness AND deep learning AND surveillance,1
sleeping sickness,tsetse flies,parasite,Y,deep learning,forecast,sleeping sickness AND deep learning AND forecast,0
sleeping sickness,tsetse flies,parasite,Y,deep learning,early warning system,sleeping sickness AND deep learning AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,deep learning,diagnostic,sleeping sickness AND deep learning AND diagnostic,1
sleeping sickness,tsetse flies,parasite,Y,machine learning,surveillance,sleeping sickness AND machine learning AND surveillance,3
sleeping sickness,tsetse flies,parasite,Y,machine learning,forecast,sleeping sickness AND machine learning AND forecast,0
sleeping sickness,tsetse flies,parasite,Y,machine learning,early warning system,sleeping sickness AND machine learning AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,machine learning,diagnostic,sleeping sickness AND machine learning AND diagnostic,0
sleeping sickness,tsetse flies,parasite,Y,k-means clustering,surveillance,sleeping sickness AND k-means clustering AND surveillance,0
sleeping sickness,tsetse flies,parasite,Y,k-means clustering,forecast,sleeping sickness AND k-means clustering AND forecast,0
sleeping sickness,tsetse flies,parasite,Y,k-means clustering,early warning system,sleeping sickness AND k-means clustering AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,k-means clustering,diagnostic,sleeping sickness AND k-means clustering AND diagnostic,0
sleeping sickness,tsetse flies,parasite,Y,logistic regression,surveillance,sleeping sickness AND logistic regression AND surveillance,35
sleeping sickness,tsetse flies,parasite,Y,logistic regression,forecast,sleeping sickness AND logistic regression AND forecast,3
sleeping sickness,tsetse flies,parasite,Y,logistic regression,early warning system,sleeping sickness AND logistic regression AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,logistic regression,diagnostic,sleeping sickness AND logistic regression AND diagnostic,15
sleeping sickness,tsetse flies,parasite,Y,support vector machine,surveillance,sleeping sickness AND support vector machine AND surveillance,1
sleeping sickness,tsetse flies,parasite,Y,support vector machine,forecast,sleeping sickness AND support vector machine AND forecast,0
sleeping sickness,tsetse flies,parasite,Y,support vector machine,early warning system,sleeping sickness AND support vector machine AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,support vector machine,diagnostic,sleeping sickness AND support vector machine AND diagnostic,0
sleeping sickness,tsetse flies,parasite,Y,text mining,surveillance,sleeping sickness AND text mining AND surveillance,2
sleeping sickness,tsetse flies,parasite,Y,text mining,forecast,sleeping sickness AND text mining AND forecast,1
sleeping sickness,tsetse flies,parasite,Y,text mining,early warning system,sleeping sickness AND text mining AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,text mining,diagnostic,sleeping sickness AND text mining AND diagnostic,2
sleeping sickness,tsetse flies,parasite,Y,artificial neural networks,surveillance,sleeping sickness AND artificial neural networks AND surveillance,1
sleeping sickness,tsetse flies,parasite,Y,artificial neural networks,forecast,sleeping sickness AND artificial neural networks AND forecast,0
sleeping sickness,tsetse flies,parasite,Y,artificial neural networks,early warning system,sleeping sickness AND artificial neural networks AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,artificial neural networks,diagnostic,sleeping sickness AND artificial neural networks AND diagnostic,0
sleeping sickness,tsetse flies,parasite,Y,expert system,surveillance,sleeping sickness AND expert system AND surveillance,2
sleeping sickness,tsetse flies,parasite,Y,expert system,forecast,sleeping sickness AND expert system AND forecast,1
sleeping sickness,tsetse flies,parasite,Y,expert system,early warning system,sleeping sickness AND expert system AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,expert system,diagnostic,sleeping sickness AND expert system AND diagnostic,3
sleeping sickness,tsetse flies,parasite,Y,random forest,surveillance,sleeping sickness AND random forest AND surveillance,2
sleeping sickness,tsetse flies,parasite,Y,random forest,forecast,sleeping sickness AND random forest AND forecast,0
sleeping sickness,tsetse flies,parasite,Y,random forest,early warning system,sleeping sickness AND random forest AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,random forest,diagnostic,sleeping sickness AND random forest AND diagnostic,0
sleeping sickness,tsetse flies,parasite,Y,decision trees,surveillance,sleeping sickness AND decision trees AND surveillance,3
sleeping sickness,tsetse flies,parasite,Y,decision trees,forecast,sleeping sickness AND decision trees AND forecast,0
sleeping sickness,tsetse flies,parasite,Y,decision trees,early warning system,sleeping sickness AND decision trees AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,decision trees,diagnostic,sleeping sickness AND decision trees AND diagnostic,5
sleeping sickness,tsetse flies,parasite,Y,gradient boosting,surveillance,sleeping sickness AND gradient boosting AND surveillance,0
sleeping sickness,tsetse flies,parasite,Y,gradient boosting,forecast,sleeping sickness AND gradient boosting AND forecast,0
sleeping sickness,tsetse flies,parasite,Y,gradient boosting,early warning system,sleeping sickness AND gradient boosting AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,gradient boosting,diagnostic,sleeping sickness AND gradient boosting AND diagnostic,0
sleeping sickness,tsetse flies,parasite,Y,natural language processing,surveillance,sleeping sickness AND natural language processing AND surveillance,0
sleeping sickness,tsetse flies,parasite,Y,natural language processing,forecast,sleeping sickness AND natural language processing AND forecast,0
sleeping sickness,tsetse flies,parasite,Y,natural language processing,early warning system,sleeping sickness AND natural language processing AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,natural language processing,diagnostic,sleeping sickness AND natural language processing AND diagnostic,0
sleeping sickness,tsetse flies,parasite,Y,sentiment analysis,surveillance,sleeping sickness AND sentiment analysis AND surveillance,0
sleeping sickness,tsetse flies,parasite,Y,sentiment analysis,forecast,sleeping sickness AND sentiment analysis AND forecast,0
sleeping sickness,tsetse flies,parasite,Y,sentiment analysis,early warning system,sleeping sickness AND sentiment analysis AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,sentiment analysis,diagnostic,sleeping sickness AND sentiment analysis AND diagnostic,0
sleeping sickness,tsetse flies,parasite,Y,fuzzy logic,surveillance,sleeping sickness AND fuzzy logic AND surveillance,0
sleeping sickness,tsetse flies,parasite,Y,fuzzy logic,forecast,sleeping sickness AND fuzzy logic AND forecast,0
sleeping sickness,tsetse flies,parasite,Y,fuzzy logic,early warning system,sleeping sickness AND fuzzy logic AND early warning system,0
sleeping sickness,tsetse flies,parasite,Y,fuzzy logic,diagnostic,sleeping sickness AND fuzzy logic AND diagnostic,0
